table_index,row_index,scraped_at,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,time,player1,player2,score,tournament,round,source_url,source_page
0,82,2025-08-25 14:58:54,14:30,Pieri S.,2,7,6,,,,1.37,2.83,14:30,Pieri S.,,,,,https://www.tennisexplorer.com/results/,results
0,83,2025-08-25 14:58:54,14:30,Seghetti S.,0,66,0,,,,,,14:30,Seghetti S.,,,,,https://www.tennisexplorer.com/results/,results
0,84,2025-08-25 14:58:54,UTR Pro Tennis Series,S,1,2,3,4,5,H,A,,,UTR Pro Tennis Series,,,,,https://www.tennisexplorer.com/results/,results
0,85,2025-08-25 14:58:54,01:00,Burton M.,2,6,6,,,,1.21,3.55,01:00,Burton M.,,,,,https://www.tennisexplorer.com/results/,results
0,86,2025-08-25 14:58:54,01:00,Papac T.,0,4,2,,,,,,01:00,Papac T.,,,,,https://www.tennisexplorer.com/results/,results
0,87,2025-08-25 14:58:54,02:20,Jones S.,2,7,6,,,,1.21,3.55,02:20,Jones S.,,,,,https://www.tennisexplorer.com/results/,results
0,88,2025-08-25 14:58:54,02:20,Mcleod A.,0,65,4,,,,,,02:20,Mcleod A.,,,,,https://www.tennisexplorer.com/results/,results
0,89,2025-08-25 14:58:54,02:30,McFadzean L.,2,6,6,,,,1.55,2.20,02:30,McFadzean L.,,,,,https://www.tennisexplorer.com/results/,results
0,90,2025-08-25 14:58:54,02:30,Staley J.,0,1,1,,,,,,02:30,Staley J.,,,,,https://www.tennisexplorer.com/results/,results
0,91,2025-08-25 14:58:54,02:45,Zhao C.,2,6,6,,,,1.55,2.20,02:45,Zhao C.,,,,,https://www.tennisexplorer.com/results/,results
0,92,2025-08-25 14:58:54,02:45,Ito K.,0,3,4,,,,,,02:45,Ito K.,,,,,https://www.tennisexplorer.com/results/,results
0,93,2025-08-25 14:58:54,04:15,Hazratwala R.,2,6,6,,,,1.25,3.30,04:15,Hazratwala R.,,,,,https://www.tennisexplorer.com/results/,results
0,94,2025-08-25 14:58:54,04:15,Shtengelov A.,0,3,2,,,,,,04:15,Shtengelov A.,,,,,https://www.tennisexplorer.com/results/,results
0,95,2025-08-25 14:58:54,04:50,Birrell C.,2,6,6,,,,1.25,3.30,04:50,Birrell C.,,,,,https://www.tennisexplorer.com/results/,results
0,96,2025-08-25 14:58:54,04:50,Qariaqus D.,0,2,3,,,,,,04:50,Qariaqus D.,,,,,https://www.tennisexplorer.com/results/,results
0,97,2025-08-25 14:58:54,UTR Pro Tennis Series 3,S,1,2,3,4,5,H,A,,,,,,,,https://www.tennisexplorer.com/results/,results
0,98,2025-08-25 14:58:54,18:00,Chin J.,2,2,6,7,,,1.35,2.73,18:00,Chin J.,,,,,https://www.tennisexplorer.com/results/,results
0,99,2025-08-25 14:58:54,18:00,Yang V.,1,6,3,6,,,,,18:00,Yang V.,,,,,https://www.tennisexplorer.com/results/,results
0,100,2025-08-25 14:58:54,18:00,Tallakson A.,2,6,7,,,,1.35,2.73,18:00,Tallakson A.,,,,,https://www.tennisexplorer.com/results/,results
0,101,2025-08-25 14:58:54,18:00,Mishiro R.,0,3,6,,,,,,18:00,Mishiro R.,,,,,https://www.tennisexplorer.com/results/,results
0,102,2025-08-25 14:58:54,18:20,Siekanowicz P.,2,6,6,,,,1.22,3.50,18:20,Siekanowicz P.,,,,,https://www.tennisexplorer.com/results/,results
0,103,2025-08-25 14:58:54,18:20,Antunes Burckhardt M.,0,2,2,,,,,,18:20,Antunes Burckhardt M.,,,,,https://www.tennisexplorer.com/results/,results
0,104,2025-08-25 14:58:54,UTR Pro Tennis Series 5,S,1,2,3,4,5,H,1.22,3.50,,,,,,,https://www.tennisexplorer.com/results/,results
0,105,2025-08-25 14:58:54,09:12,Homola P.,2,6,6,,,,,,09:12,Homola P.,,,,,https://www.tennisexplorer.com/results/,results
0,106,2025-08-25 14:58:54,09:12,Galus P.,0,2,3,,,,,,09:12,Galus P.,,,,,https://www.tennisexplorer.com/results/,results
0,107,2025-08-25 14:58:54,10:00,Prechtel S.,2,6,6,,,,,,10:00,Prechtel S.,,,,,https://www.tennisexplorer.com/results/,results
0,108,2025-08-25 14:58:54,10:00,Hujo O.,0,4,2,,,,,,10:00,Hujo O.,,,,,https://www.tennisexplorer.com/results/,results
0,109,2025-08-25 14:58:54,10:55,Thornton E.,2,6,6,,,,,,10:55,Thornton E.,,,,,https://www.tennisexplorer.com/results/,results
0,110,2025-08-25 14:58:54,10:55,Mileikowsky L.,0,1,2,,,,,,10:55,Mileikowsky L.,,,,,https://www.tennisexplorer.com/results/,results
0,111,2025-08-25 14:58:54,12:30,Horak V.,2,6,3,6,,,,,12:30,Horak V.,,,,,https://www.tennisexplorer.com/results/,results
0,112,2025-08-25 14:58:54,12:30,Castle M.,1,4,6,2,,,,,12:30,Castle M.,,,,,https://www.tennisexplorer.com/results/,results
0,113,2025-08-25 14:58:54,13:35,Knesl D.,2,6,7,,,,3.00,1.30,13:35,Knesl D.,,,,,https://www.tennisexplorer.com/results/,results
0,114,2025-08-25 14:58:54,13:35,Schwarc D.,0,3,5,,,,,,13:35,Schwarc D.,,,,,https://www.tennisexplorer.com/results/,results
0,115,2025-08-25 14:58:54,UTR Pro Tennis Series 9,S,1,2,3,4,5,H,3.00,1.30,,,,,,,https://www.tennisexplorer.com/results/,results
0,116,2025-08-25 14:58:54,06:35,Liu L.,2,6,6,6,,,,,06:35,Liu L.,,,,,https://www.tennisexplorer.com/results/,results
0,117,2025-08-25 14:58:54,06:35,Storch S.,1,3,7,3,,,,,06:35,Storch S.,,,,,https://www.tennisexplorer.com/results/,results
0,118,2025-08-25 14:58:54,06:45,Susanto A.,2,7,7,,,,,,06:45,Susanto A.,,,,,https://www.tennisexplorer.com/results/,results
0,119,2025-08-25 14:58:54,06:45,Salim R.,0,6,5,,,,,,06:45,Salim R.,,,,,https://www.tennisexplorer.com/results/,results
0,120,2025-08-25 14:58:54,09:30,Yadav Y.,2,6,6,,,,,,09:30,Yadav Y.,,,,,https://www.tennisexplorer.com/results/,results
0,121,2025-08-25 14:58:54,09:30,Kesarwani M.,0,1,4,,,,,,09:30,Kesarwani M.,,,,,https://www.tennisexplorer.com/results/,results
0,122,2025-08-25 14:58:54,10:50,Necz A.,2,6,6,,,,,,10:50,Necz A.,,,,,https://www.tennisexplorer.com/results/,results
0,123,2025-08-25 14:58:54,10:50,Maguire C.,0,3,3,,,,,,10:50,Maguire C.,,,,,https://www.tennisexplorer.com/results/,results
0,124,2025-08-25 14:58:54,Como challenger,S,1,2,3,4,5,H,A,,,Como challenger,,,,,https://www.tennisexplorer.com/results/,results
0,125,2025-08-25 14:58:54,10:05,Compagnucci T.(6),2,6,6,,,,2.19,1.61,10:05,,,,,,https://www.tennisexplorer.com/results/,results
0,126,2025-08-25 14:58:54,10:05,Faurel T.,0,4,4,,,,,,10:05,Faurel T.,,,,,https://www.tennisexplorer.com/results/,results
0,127,2025-08-25 14:58:54,10:05,Squire H.(8),2,7,64,6,,,2.19,1.61,10:05,,,,,,https://www.tennisexplorer.com/results/,results
0,128,2025-08-25 14:58:54,10:05,Molleker R.(4),1,63,7,2,,,,,10:05,,,,,,https://www.tennisexplorer.com/results/,results
0,129,2025-08-25 14:58:54,10:10,Pennaforti G.(9),2,6,4,6,,,3.69,1.25,10:10,,,,,,https://www.tennisexplorer.com/results/,results
0,130,2025-08-25 14:58:54,10:10,Montes-De La Torre I.(2),1,2,6,3,,,,,10:10,,,,,,https://www.tennisexplorer.com/results/,results
0,131,2025-08-25 14:58:54,12:05,Boitan G.(1),2,7,3,6,,,3.69,1.25,12:05,,,,,,https://www.tennisexplorer.com/results/,results
0,132,2025-08-25 14:58:54,12:05,Dalla Valle E.(7),1,5,6,3,,,,,12:05,,,,,,https://www.tennisexplorer.com/results/,results
0,133,2025-08-25 14:58:54,12:35,Fonio G.(5),2,6,6,,,,1.84,1.87,12:35,,,,,,https://www.tennisexplorer.com/results/,results
0,134,2025-08-25 14:58:54,12:35,Vasami J.,0,4,2,,,,,,12:35,Vasami J.,,,,,https://www.tennisexplorer.com/results/,results
0,135,2025-08-25 14:58:54,13:05,Brancaccio R.(3),2,6,6,,,,1.84,1.87,13:05,,,,,,https://www.tennisexplorer.com/results/,results
0,136,2025-08-25 14:58:54,13:05,Iannaccone F.(11),0,4,4,,,,,,13:05,,,,,,https://www.tennisexplorer.com/results/,results
0,137,2025-08-25 14:58:54,Futures 2025,S,1,2,3,4,5,H,A,,,,,,,,https://www.tennisexplorer.com/results/,results
0,138,2025-08-25 14:58:54,--:--,Wien G.,1,,,,,,,,,Wien G.,,,,,https://www.tennisexplorer.com/results/,results
0,139,2025-08-25 14:58:54,--:--,Ponomar O.,0,,,,,,,,,Ponomar O.,,,,,https://www.tennisexplorer.com/results/,results
0,140,2025-08-25 14:58:54,--:--,Stino M.,1,0,6,,,,,,,Stino M.,,,,,https://www.tennisexplorer.com/results/,results
0,141,2025-08-25 14:58:54,--:--,Froemel K.,0,6,4,,,,,,,Froemel K.,,,,,https://www.tennisexplorer.com/results/,results
0,142,2025-08-25 14:58:54,--:--,Hrazdil J.,2,1,6,10,,,,,,Hrazdil J.,,,,,https://www.tennisexplorer.com/results/,results
0,143,2025-08-25 14:58:54,--:--,Watzka R.,1,6,2,7,,,,,,Watzka R.,,,,,https://www.tennisexplorer.com/results/,results
0,144,2025-08-25 14:58:54,--:--,Drayton T.,2,1,6,10,,,,,,Drayton T.,,,,,https://www.tennisexplorer.com/results/,results
0,145,2025-08-25 14:58:54,--:--,Hornung G.,1,6,4,5,,,,,,Hornung G.,,,,,https://www.tennisexplorer.com/results/,results
0,146,2025-08-25 14:58:54,--:--,Pedretti T.,2,2,6,10,,,,,,Pedretti T.,,,,,https://www.tennisexplorer.com/results/,results
0,147,2025-08-25 14:58:54,--:--,Mikovic M.,1,6,3,7,,,,,,Mikovic M.,,,,,https://www.tennisexplorer.com/results/,results
0,148,2025-08-25 14:58:54,--:--,Nortey I.,2,2,6,13,,,,,,Nortey I.,,,,,https://www.tennisexplorer.com/results/,results
0,149,2025-08-25 14:58:54,--:--,Gabet A.,1,6,3,11,,,,,,Gabet A.,,,,,https://www.tennisexplorer.com/results/,results
0,150,2025-08-25 14:58:54,--:--,Vetrih M.,2,2,6,10,,,,,,Vetrih M.,,,,,https://www.tennisexplorer.com/results/,results
0,151,2025-08-25 14:58:54,--:--,Urankar V.,1,6,4,1,,,,,,Urankar V.,,,,,https://www.tennisexplorer.com/results/,results
0,152,2025-08-25 14:58:54,--:--,Postolka R.,2,2,7,10,,,,,,Postolka R.,,,,,https://www.tennisexplorer.com/results/,results
0,153,2025-08-25 14:58:54,--:--,Penzlin J.,1,6,5,6,,,,,,Penzlin J.,,,,,https://www.tennisexplorer.com/results/,results
0,154,2025-08-25 14:58:54,--:--,Avcibasi T.,1,3,,,,,,,,Avcibasi T.,,,,,https://www.tennisexplorer.com/results/,results
0,155,2025-08-25 14:58:54,--:--,Juszczak D.,0,0,,,,,,,,Juszczak D.,,,,,https://www.tennisexplorer.com/results/,results
0,156,2025-08-25 14:58:54,--:--,Seifert S.,2,3,6,11,,,,,,Seifert S.,,,,,https://www.tennisexplorer.com/results/,results
0,157,2025-08-25 14:58:54,--:--,Markovits M.,1,6,3,9,,,,,,Markovits M.,,,,,https://www.tennisexplorer.com/results/,results
0,158,2025-08-25 14:58:54,--:--,Michalik R.,2,4,7,10,,,,,,Michalik R.,,,,,https://www.tennisexplorer.com/results/,results
0,159,2025-08-25 14:58:54,--:--,Torres R.,1,6,5,6,,,,,,Torres R.,,,,,https://www.tennisexplorer.com/results/,results
0,160,2025-08-25 14:58:54,--:--,Kadangah Kili J.,2,4,7,10,,,,,,Kadangah Kili J.,,,,,https://www.tennisexplorer.com/results/,results
0,161,2025-08-25 14:58:54,--:--,Bianchet S.,1,6,5,7,,,,,,Bianchet S.,,,,,https://www.tennisexplorer.com/results/,results
0,162,2025-08-25 14:58:54,--:--,Wisniewski D.,2,5,6,10,,,,,,Wisniewski D.,,,,,https://www.tennisexplorer.com/results/,results
0,163,2025-08-25 14:58:54,--:--,Aunion P.,1,7,4,7,,,,,,Aunion P.,,,,,https://www.tennisexplorer.com/results/,results
0,164,2025-08-25 14:58:54,--:--,Campbell N.,2,5,7,10,,,,,,Campbell N.,,,,,https://www.tennisexplorer.com/results/,results
0,165,2025-08-25 14:58:54,--:--,Hooper L.,1,7,6,3,,,,,,Hooper L.,,,,,https://www.tennisexplorer.com/results/,results
0,166,2025-08-25 14:58:54,--:--,Mikovic N.,2,6,6,,,,,,,Mikovic N.,,,,,https://www.tennisexplorer.com/results/,results
0,167,2025-08-25 14:58:54,--:--,Watts A.,0,0,0,,,,,,,Watts A.,,,,,https://www.tennisexplorer.com/results/,results
0,168,2025-08-25 14:58:54,--:--,Yue C.,2,6,6,,,,,,,Yue C.,,,,,https://www.tennisexplorer.com/results/,results
0,169,2025-08-25 14:58:54,--:--,Liu C.,0,0,0,,,,,,,Liu C.,,,,,https://www.tennisexplorer.com/results/,results
0,170,2025-08-25 14:58:54,--:--,Furlanetto M.,2,6,6,,,,,,,Furlanetto M.,,,,,https://www.tennisexplorer.com/results/,results
0,171,2025-08-25 14:58:54,--:--,Fagotti E.,0,0,1,,,,,,,Fagotti E.,,,,,https://www.tennisexplorer.com/results/,results
0,172,2025-08-25 14:58:54,--:--,Stephens Z.,2,6,6,,,,,,,Stephens Z.,,,,,https://www.tennisexplorer.com/results/,results
0,173,2025-08-25 14:58:54,--:--,Ichikawa S.,0,0,1,,,,,,,Ichikawa S.,,,,,https://www.tennisexplorer.com/results/,results
0,174,2025-08-25 14:58:54,--:--,Zick S.,2,6,6,,,,,,,Zick S.,,,,,https://www.tennisexplorer.com/results/,results
0,175,2025-08-25 14:58:54,--:--,Schlosser K.,0,0,2,,,,,,,Schlosser K.,,,,,https://www.tennisexplorer.com/results/,results
0,176,2025-08-25 14:58:54,--:--,Reinhard B.,2,6,6,,,,,,,Reinhard B.,,,,,https://www.tennisexplorer.com/results/,results
0,177,2025-08-25 14:58:54,--:--,Lavine A.,0,0,2,,,,,,,Lavine A.,,,,,https://www.tennisexplorer.com/results/,results
0,178,2025-08-25 14:58:54,--:--,Bukhari A.,2,6,6,,,,,,,Bukhari A.,,,,,https://www.tennisexplorer.com/results/,results
0,179,2025-08-25 14:58:54,--:--,Kouami F.,0,0,2,,,,,,,Kouami F.,,,,,https://www.tennisexplorer.com/results/,results
0,180,2025-08-25 14:58:54,--:--,Bien D.,2,6,0,10,,,,,,Bien D.,,,,,https://www.tennisexplorer.com/results/,results
0,181,2025-08-25 14:58:54,--:--,Poritskyy A.,1,1,6,7,,,,,,Poritskyy A.,,,,,https://www.tennisexplorer.com/results/,results
0,182,2025-08-25 14:58:54,--:--,McLennaghan W.,2,6,4,10,,,,,,McLennaghan W.,,,,,https://www.tennisexplorer.com/results/,results
0,183,2025-08-25 14:58:54,--:--,Bergen H.,1,1,6,3,,,,,,Bergen H.,,,,,https://www.tennisexplorer.com/results/,results
0,184,2025-08-25 14:58:54,--:--,Gubi T.,2,6,4,10,,,,,,Gubi T.,,,,,https://www.tennisexplorer.com/results/,results
0,185,2025-08-25 14:58:54,--:--,Kisantal B.,1,1,6,6,,,,,,Kisantal B.,,,,,https://www.tennisexplorer.com/results/,results
0,186,2025-08-25 14:58:54,--:--,Loureiro J.,2,6,6,,,,,,,Loureiro J.,,,,,https://www.tennisexplorer.com/results/,results
0,187,2025-08-25 14:58:54,--:--,Popirlan L.,0,1,0,,,,,,,Popirlan L.,,,,,https://www.tennisexplorer.com/results/,results
0,188,2025-08-25 14:58:54,--:--,Ignatik U.,2,6,6,,,,,,,Ignatik U.,,,,,https://www.tennisexplorer.com/results/,results
0,189,2025-08-25 14:58:54,--:--,Marchenko A.,0,1,0,,,,,,,Marchenko A.,,,,,https://www.tennisexplorer.com/results/,results
0,190,2025-08-25 14:58:54,--:--,Bojarski A.,2,6,6,,,,,,,Bojarski A.,,,,,https://www.tennisexplorer.com/results/,results
0,191,2025-08-25 14:58:54,--:--,Allen A.,0,1,1,,,,,,,Allen A.,,,,,https://www.tennisexplorer.com/results/,results
0,192,2025-08-25 14:58:54,--:--,Hausberger G.,2,6,6,,,,,,,Hausberger G.,,,,,https://www.tennisexplorer.com/results/,results
0,193,2025-08-25 14:58:54,--:--,Urban J.,0,1,1,,,,,,,Urban J.,,,,,https://www.tennisexplorer.com/results/,results
0,194,2025-08-25 14:58:54,--:--,De Jager J.,2,6,6,,,,,,,De Jager J.,,,,,https://www.tennisexplorer.com/results/,results
0,195,2025-08-25 14:58:54,--:--,Sy-A-Foek B.,0,1,1,,,,,,,,,,,,https://www.tennisexplorer.com/results/,results
0,196,2025-08-25 14:58:54,--:--,Kisantal B.,2,6,6,,,,,,,Kisantal B.,,,,,https://www.tennisexplorer.com/results/,results
0,197,2025-08-25 14:58:54,--:--,Goczi E.,0,1,2,,,,,,,Goczi E.,,,,,https://www.tennisexplorer.com/results/,results
0,198,2025-08-25 14:58:54,--:--,Hodkin S.,2,6,6,,,,,,,Hodkin S.,,,,,https://www.tennisexplorer.com/results/,results
0,199,2025-08-25 14:58:54,--:--,Maggs A.,0,1,2,,,,,,,Maggs A.,,,,,https://www.tennisexplorer.com/results/,results
0,200,2025-08-25 14:58:54,--:--,Ovchinnikov V.,2,6,6,,,,,,,Ovchinnikov V.,,,,,https://www.tennisexplorer.com/results/,results
0,201,2025-08-25 14:58:54,--:--,Scharner B.,0,1,2,,,,,,,Scharner B.,,,,,https://www.tennisexplorer.com/results/,results
0,202,2025-08-25 14:58:54,--:--,Bocci F.,2,6,6,,,,,,,Bocci F.,,,,,https://www.tennisexplorer.com/results/,results
0,203,2025-08-25 14:58:54,--:--,Peterhans Y.,0,1,3,,,,,,,Peterhans Y.,,,,,https://www.tennisexplorer.com/results/,results
0,204,2025-08-25 14:58:54,--:--,Eerola O.,2,6,6,,,,,,,Eerola O.,,,,,https://www.tennisexplorer.com/results/,results
0,205,2025-08-25 14:58:54,--:--,Ibarrondo Suarez I.,0,1,3,,,,,,,Ibarrondo Suarez I.,,,,,https://www.tennisexplorer.com/results/,results
0,206,2025-08-25 14:58:54,--:--,Basile A.,2,6,6,,,,,,,Basile A.,,,,,https://www.tennisexplorer.com/results/,results
0,207,2025-08-25 14:58:54,--:--,Bakker S.,0,1,3,,,,,,,Bakker S.,,,,,https://www.tennisexplorer.com/results/,results
0,208,2025-08-25 14:58:54,--:--,Domingos D.,2,6,6,,,,,,,Domingos D.,,,,,https://www.tennisexplorer.com/results/,results
0,209,2025-08-25 14:58:54,--:--,Verma H.,0,1,4,,,,,,,Verma H.,,,,,https://www.tennisexplorer.com/results/,results
0,210,2025-08-25 14:58:54,--:--,Robert N.,2,6,6,,,,,,,Robert N.,,,,,https://www.tennisexplorer.com/results/,results
0,211,2025-08-25 14:58:54,--:--,Kubo T.,0,1,4,,,,,,,Kubo T.,,,,,https://www.tennisexplorer.com/results/,results
0,212,2025-08-25 14:58:54,--:--,Marshall K.,2,6,6,,,,,,,Marshall K.,,,,,https://www.tennisexplorer.com/results/,results
0,213,2025-08-25 14:58:54,--:--,Hoskins S.,0,2,0,,,,,,,Hoskins S.,,,,,https://www.tennisexplorer.com/results/,results
0,214,2025-08-25 14:58:54,--:--,Schinteie G.,2,6,6,,,,,,,Schinteie G.,,,,,https://www.tennisexplorer.com/results/,results
0,215,2025-08-25 14:58:54,--:--,Gheorghita T.,0,2,0,,,,,,,Gheorghita T.,,,,,https://www.tennisexplorer.com/results/,results
0,216,2025-08-25 14:58:54,--:--,Apostol C.,2,6,6,,,,,,,Apostol C.,,,,,https://www.tennisexplorer.com/results/,results
0,217,2025-08-25 14:58:54,--:--,Georgescu M.,0,2,0,,,,,,,Georgescu M.,,,,,https://www.tennisexplorer.com/results/,results
0,218,2025-08-25 14:58:54,--:--,Molder M.,2,6,6,,,,,,,Molder M.,,,,,https://www.tennisexplorer.com/results/,results
0,219,2025-08-25 14:58:54,--:--,Orzabal Gabrielli J.,0,2,1,,,,,,,Orzabal Gabrielli J.,,,,,https://www.tennisexplorer.com/results/,results
0,220,2025-08-25 14:58:54,--:--,Tosetto R.,2,6,6,,,,,,,Tosetto R.,,,,,https://www.tennisexplorer.com/results/,results
0,221,2025-08-25 14:58:54,--:--,Makarski D.,0,2,1,,,,,,,Makarski D.,,,,,https://www.tennisexplorer.com/results/,results
0,222,2025-08-25 14:58:54,--:--,Doskocil M.,2,6,6,,,,,,,Doskocil M.,,,,,https://www.tennisexplorer.com/results/,results
0,223,2025-08-25 14:58:54,--:--,Kohler M.,0,2,1,,,,,,,Kohler M.,,,,,https://www.tennisexplorer.com/results/,results
0,224,2025-08-25 14:58:54,--:--,Goldsteiner P.,2,6,6,,,,,,,Goldsteiner P.,,,,,https://www.tennisexplorer.com/results/,results
0,225,2025-08-25 14:58:54,--:--,Prammer J.,0,2,1,,,,,,,Prammer J.,,,,,https://www.tennisexplorer.com/results/,results
0,226,2025-08-25 14:58:54,--:--,Vanta V.,2,6,6,,,,,,,Vanta V.,,,,,https://www.tennisexplorer.com/results/,results
0,227,2025-08-25 14:58:54,--:--,Barraza J.,0,2,1,,,,,,,Barraza J.,,,,,https://www.tennisexplorer.com/results/,results
0,228,2025-08-25 14:58:54,--:--,Collignon K.,2,6,6,,,,,,,Collignon K.,,,,,https://www.tennisexplorer.com/results/,results
0,229,2025-08-25 14:58:54,--:--,Steudter B.,0,2,1,,,,,,,Steudter B.,,,,,https://www.tennisexplorer.com/results/,results
0,230,2025-08-25 14:58:54,--:--,Jeran A.,2,6,6,,,,,,,Jeran A.,,,,,https://www.tennisexplorer.com/results/,results
0,231,2025-08-25 14:58:54,--:--,Silvestri G.,0,2,2,,,,,,,Silvestri G.,,,,,https://www.tennisexplorer.com/results/,results
0,232,2025-08-25 14:58:54,--:--,Jans J.,2,6,6,,,,,,,Jans J.,,,,,https://www.tennisexplorer.com/results/,results
0,233,2025-08-25 14:58:54,--:--,Jux M.,0,2,2,,,,,,,Jux M.,,,,,https://www.tennisexplorer.com/results/,results
0,234,2025-08-25 14:58:54,--:--,Guttau N.,2,6,6,,,,,,,Guttau N.,,,,,https://www.tennisexplorer.com/results/,results
0,235,2025-08-25 14:58:54,--:--,Andrzejczak M.,0,2,2,,,,,,,Andrzejczak M.,,,,,https://www.tennisexplorer.com/results/,results
0,236,2025-08-25 14:58:54,--:--,Biletic I.,2,6,6,,,,,,,Biletic I.,,,,,https://www.tennisexplorer.com/results/,results
0,237,2025-08-25 14:58:54,--:--,Collins K.,0,2,2,,,,,,,Collins K.,,,,,https://www.tennisexplorer.com/results/,results
0,238,2025-08-25 14:58:54,--:--,Breazu M.,2,6,6,,,,,,,Breazu M.,,,,,https://www.tennisexplorer.com/results/,results
0,239,2025-08-25 14:58:54,--:--,Savin R.,0,2,3,,,,,,,Savin R.,,,,,https://www.tennisexplorer.com/results/,results
0,240,2025-08-25 14:58:54,--:--,De Cuyper J.,2,6,6,,,,,,,De Cuyper J.,,,,,https://www.tennisexplorer.com/results/,results
0,241,2025-08-25 14:58:54,--:--,Smejkal S.,0,2,3,,,,,,,Smejkal S.,,,,,https://www.tennisexplorer.com/results/,results
0,242,2025-08-25 14:58:54,--:--,Paardekooper S.,2,6,6,,,,,,,Paardekooper S.,,,,,https://www.tennisexplorer.com/results/,results
0,243,2025-08-25 14:58:54,--:--,Knippling P.,0,2,3,,,,,,,Knippling P.,,,,,https://www.tennisexplorer.com/results/,results
0,244,2025-08-25 14:58:54,--:--,Volz M.,2,6,6,,,,,,,Volz M.,,,,,https://www.tennisexplorer.com/results/,results
0,245,2025-08-25 14:58:54,--:--,Schaefer J.,0,2,4,,,,,,,Schaefer J.,,,,,https://www.tennisexplorer.com/results/,results
0,246,2025-08-25 14:58:54,--:--,Ozolins K.,2,6,6,,,,,,,Ozolins K.,,,,,https://www.tennisexplorer.com/results/,results
0,247,2025-08-25 14:58:54,--:--,Sroka M.,0,2,4,,,,,,,Sroka M.,,,,,https://www.tennisexplorer.com/results/,results
0,248,2025-08-25 14:58:54,--:--,Belkovics A.,2,6,6,10,,,,,,Belkovics A.,,,,,https://www.tennisexplorer.com/results/,results
0,249,2025-08-25 14:58:54,--:--,Ambarzumjan E.,1,2,7,5,,,,,,Ambarzumjan E.,,,,,https://www.tennisexplorer.com/results/,results
0,250,2025-08-25 14:58:54,--:--,Etty E.,2,6,3,10,,,,,,Etty E.,,,,,https://www.tennisexplorer.com/results/,results
0,251,2025-08-25 14:58:54,--:--,Schroeter M.,1,3,6,7,,,,,,Schroeter M.,,,,,https://www.tennisexplorer.com/results/,results
0,252,2025-08-25 14:58:54,--:--,Kajin K.,2,6,4,10,,,,,,Kajin K.,,,,,https://www.tennisexplorer.com/results/,results
0,253,2025-08-25 14:58:54,--:--,Pade L.,1,3,6,4,,,,,,Pade L.,,,,,https://www.tennisexplorer.com/results/,results
0,254,2025-08-25 14:58:54,--:--,Froehlich M.,2,6,4,10,,,,,,Froehlich M.,,,,,https://www.tennisexplorer.com/results/,results
0,255,2025-08-25 14:58:54,--:--,Petrov P.,1,3,6,6,,,,,,Petrov P.,,,,,https://www.tennisexplorer.com/results/,results
0,256,2025-08-25 14:58:54,--:--,Spoolder A.,2,6,5,10,,,,,,Spoolder A.,,,,,https://www.tennisexplorer.com/results/,results
0,257,2025-08-25 14:58:54,--:--,Roberts J.,1,3,7,5,,,,,,Roberts J.,,,,,https://www.tennisexplorer.com/results/,results
0,258,2025-08-25 14:58:54,--:--,Villoslada E.,2,6,5,10,,,,,,Villoslada E.,,,,,https://www.tennisexplorer.com/results/,results
0,259,2025-08-25 14:58:54,--:--,Bentzel C.,1,3,7,7,,,,,,Bentzel C.,,,,,https://www.tennisexplorer.com/results/,results
0,260,2025-08-25 14:58:54,--:--,Dimic M.,2,6,5,10,,,,,,Dimic M.,,,,,https://www.tennisexplorer.com/results/,results
0,261,2025-08-25 14:58:54,--:--,Martishev V.,1,3,7,8,,,,,,Martishev V.,,,,,https://www.tennisexplorer.com/results/,results
0,262,2025-08-25 14:58:54,--:--,Marysko V.,2,6,6,,,,,,,Marysko V.,,,,,https://www.tennisexplorer.com/results/,results
0,263,2025-08-25 14:58:54,--:--,Meyer T.,0,3,0,,,,,,,Meyer T.,,,,,https://www.tennisexplorer.com/results/,results
0,264,2025-08-25 14:58:54,--:--,Marysko V.,2,6,6,,,,,,,Marysko V.,,,,,https://www.tennisexplorer.com/results/,results
0,265,2025-08-25 14:58:54,--:--,Held J.,0,3,1,,,,,,,Held J.,,,,,https://www.tennisexplorer.com/results/,results
0,266,2025-08-25 14:58:54,--:--,Ciocanu A.,2,6,6,,,,,,,Ciocanu A.,,,,,https://www.tennisexplorer.com/results/,results
0,267,2025-08-25 14:58:54,--:--,Kolbe M.,0,3,1,,,,,,,Kolbe M.,,,,,https://www.tennisexplorer.com/results/,results
0,268,2025-08-25 14:58:54,--:--,Jamji A.,2,6,6,,,,,,,Jamji A.,,,,,https://www.tennisexplorer.com/results/,results
0,269,2025-08-25 14:58:54,--:--,Andres R.,0,3,1,,,,,,,Andres R.,,,,,https://www.tennisexplorer.com/results/,results
0,270,2025-08-25 14:58:54,--:--,Larue L.,2,6,6,,,,,,,Larue L.,,,,,https://www.tennisexplorer.com/results/,results
0,271,2025-08-25 14:58:54,--:--,Loosen T.,0,3,2,,,,,,,Loosen T.,,,,,https://www.tennisexplorer.com/results/,results
0,272,2025-08-25 14:58:54,--:--,Malirz K.,2,6,6,,,,,,,Malirz K.,,,,,https://www.tennisexplorer.com/results/,results
0,273,2025-08-25 14:58:54,--:--,Kosinski F.,0,3,2,,,,,,,Kosinski F.,,,,,https://www.tennisexplorer.com/results/,results
